id,booking_status_pred,Cancellation_prob
49043,1,0.62524605
49044,0,0.31432417
49045,1,0.81456447
49046,1,0.77170104
49047,1,0.8475413
49048,0,0.17785582
49049,0,0.0355515
49050,0,0.055012714
49051,0,0.3068559
49052,0,0.1086648
49053,1,0.7932916
49054,1,0.75021905
49055,0,0.16270824
49056,0,0.0019362072
49057,1,0.7972336
49058,0,0.02335753
49059,1,0.79109955
49060,1,0.7902969
49061,0,0.32257995
49062,0,0.24503013
49063,1,0.8604958
49064,1,0.62447554
49065,0,0.14921348
49066,0,0.0014881968
49067,0,0.4621226
49068,0,0.18426801
49069,1,0.5234228
49070,0,0.014611049
49071,1,0.94676566
49072,0,0.11496823
49073,1,0.5803434
49074,1,0.8724486
49075,0,0.060290307
49076,0,0.11915879
49077,1,0.79073566
49078,0,0.19766122
49079,0,0.036211003
49080,0,0.102061115
49081,1,0.7339676
49082,0,0.2436703
49083,1,0.8372395
49084,1,0.8191922
49085,0,0.04178841
49086,0,0.0006172162
49087,1,0.97238874
49088,0,0.49223596
49089,1,0.7200443
49090,1,0.7924653
49091,0,0.28832263
49092,0,0.0215762
49093,0,0.2613116
49094,1,0.5322926
49095,0,0.013899863
49096,1,0.9502501
49097,1,0.68648535
49098,0,0.14631039
49099,0,0.103943795
49100,0,0.3030385
49101,1,0.64730823
49102,0,0.0028163306
49103,1,0.6255015
49104,1,0.82122195
49105,1,0.84026146
49106,1,0.6056536
49107,0,0.05323276
49108,1,0.6942391
49109,0,0.3884809
49110,0,0.34955165
49111,0,0.14694102
49112,0,0.3352925
49113,0,0.17127098
49114,0,0.028321214
49115,1,0.72822213
49116,1,0.70259464
49117,0,0.30554387
49118,0,0.1837498
49119,0,0.43278596
49120,0,0.08088588
49121,0,0.034211703
49122,0,0.18816751
49123,0,0.053285386
49124,0,0.0509853
49125,0,0.2842521
49126,1,0.7039275
49127,0,0.17615473
49128,0,0.077956304
49129,0,0.06440867
49130,0,0.04372847
49131,1,0.9299126
49132,0,0.42174628
49133,1,0.66868925
49134,0,0.46509743
49135,0,0.40633172
49136,1,0.89904624
49137,1,0.9154443
49138,1,0.70813257
49139,0,0.050133545
49140,0,0.48391107
49141,1,0.8236384
49142,1,0.52017486
49143,0,0.07481019
49144,0,0.06583268
49145,0,0.054581113
49146,1,0.5668938
49147,0,0.30409744
49148,1,0.6192949
49149,0,0.11022864
49150,0,0.16142143
49151,0,0.050265137
49152,1,0.7858726
49153,1,0.84356445
49154,0,0.14787653
49155,0,0.028980423
49156,0,0.002842503
49157,0,0.16341376
49158,0,0.005328671
49159,1,0.802969
49160,1,0.7598979
49161,0,0.2709433
49162,0,0.25757203
49163,0,0.45210797
49164,0,0.026109783
49165,0,0.18435162
49166,0,0.017944055
49167,1,0.81532866
49168,0,0.3107017
49169,1,0.61850715
49170,0,0.4561783
49171,0,1.29714035e-05
49172,0,0.19923793
49173,0,0.05638596
49174,0,8.723619e-16
49175,0,0.10143907
49176,1,0.64518875
49177,0,0.1013719
49178,1,0.7460882
49179,0,0.08543857
49180,0,0.44873345
49181,0,0.0043055066
49182,0,0.14798671
49183,1,0.7878096
49184,1,0.73898184
49185,1,0.7716882
49186,0,0.039628275
49187,1,0.75972146
49188,1,0.6255682
49189,1,0.8670491
49190,0,0.3732441
49191,0,0.0017360209
49192,0,0.22356096
49193,0,0.036752876
49194,1,0.7967685
49195,0,0.20073403
49196,1,0.90865195
49197,0,0.24278618
49198,1,0.81614953
49199,0,0.2762468
49200,0,0.04924466
49201,1,0.673167
49202,0,0.08081258
49203,1,0.7836519
49204,1,0.84246016
49205,0,0.23482536
49206,1,0.77050304
49207,0,0.22985889
49208,0,0.45951283
49209,0,0.0015400955
49210,0,0.025464876
49211,1,0.8310832
49212,0,0.31139252
49213,0,0.2726028
49214,0,0.064577684
49215,1,0.6975942
49216,0,0.07221651
49217,0,0.03421602
49218,0,0.28962195
49219,1,0.8065155
49220,1,0.5343549
49221,0,0.114003465
49222,0,0.14322042
49223,0,0.22952704
49224,0,0.14083765
49225,0,0.40979415
49226,0,0.22920395
49227,1,0.83921266
49228,1,0.95895576
49229,0,0.250983
49230,0,0.056771167
49231,1,0.79241854
49232,1,0.74259263
49233,0,0.07302032
49234,1,0.73718596
49235,0,0.15007295
49236,0,0.46317318
49237,1,0.6702231
49238,0,0.3691345
49239,0,0.10838869
49240,1,0.8418398
49241,1,0.8511388
49242,0,0.0003429109
49243,0,0.3254631
49244,1,0.78155184
49245,0,0.4904228
49246,1,0.5441225
49247,0,0.45672283
49248,0,0.4412887
49249,0,0.22291318
49250,0,0.11405218
49251,1,0.9457381
49252,1,0.8966579
49253,0,0.23576353
49254,0,0.04941232
49255,0,0.15779886
49256,1,0.50434387
49257,1,0.61954087
49258,1,0.9360617
49259,1,0.8252457
49260,0,0.19106579
49261,0,0.18812662
49262,1,0.7787156
49263,1,0.81733024
49264,0,0.13253558
49265,1,0.5688028
49266,0,0.43385053
49267,0,0.103500545
49268,0,0.035712708
49269,0,2.2310724e-08
49270,1,0.75039566
49271,0,0.219792
49272,1,0.79253006
49273,0,0.46360314
49274,1,0.8663339
49275,0,0.13059703
49276,1,0.84100384
49277,0,0.45235312
49278,0,0.1700939
49279,0,0.46889034
49280,0,0.038090803
49281,0,0.026780695
49282,0,0.1524953
49283,1,0.7561961
49284,1,0.63223726
49285,1,0.91312206
49286,1,0.6891849
49287,1,0.6802264
49288,0,0.1282441
49289,0,7.299384e-05
49290,0,0.120694645
49291,0,0.25895327
49292,0,0.14779681
49293,1,0.92614704
49294,1,0.9340744
49295,0,0.10261429
49296,0,0.40156078
49297,1,0.5882058
49298,0,0.2668978
49299,0,0.37838554
49300,1,0.79020053
49301,0,0.062079933
49302,0,0.37838557
49303,1,0.8430482
49304,0,0.0074995174
49305,0,0.27306992
49306,0,0.04094307
49307,0,0.1360355
49308,0,0.3491463
49309,1,0.7034742
49310,0,0.049297594
49311,0,0.12418799
49312,1,0.7463617
49313,0,0.27860072
49314,1,0.5938614
49315,0,0.3296986
49316,1,0.6998697
49317,0,0.32848892
49318,0,0.07995044
49319,0,0.1595602
49320,0,0.45377558
49321,0,0.368445
49322,0,0.013417893
49323,1,0.8243263
49324,0,0.107841216
49325,0,0.40589377
49326,1,0.81873214
49327,0,0.14071608
49328,0,0.14548087
49329,0,0.0017209543
49330,1,0.94667906
49331,0,0.2742525
49332,1,0.86352587
49333,1,0.7031317
49334,0,0.014957417
49335,1,0.573586
49336,0,0.09148183
49337,0,0.20060305
49338,1,0.8134907
49339,0,0.007257636
49340,0,0.031532872
49341,0,0.12393048
49342,1,0.8978885
49343,0,0.35087126
49344,0,0.006781422
49345,0,0.21422946
49346,0,0.1350722
49347,0,0.019777708
49348,1,0.6218118
49349,0,0.029116884
49350,1,0.85785335
49351,0,0.19889541
49352,0,0.05018583
49353,1,0.9415014
49354,0,3.9424234e-05
49355,1,0.78096163
49356,0,0.1304796
49357,0,0.06992125
49358,0,0.4647814
49359,1,0.8808383
49360,1,0.67135704
49361,0,0.17834221
49362,1,0.55285853
49363,0,0.03667296
49364,0,0.03397456
49365,0,3.4814639e-06
49366,0,2.207854e-05
49367,0,0.20158193
49368,1,0.75306845
49369,0,0.16128208
49370,1,0.7997197
49371,0,0.23987025
49372,1,0.60046333
49373,1,0.67803496
49374,1,0.637953
49375,1,0.8031144
49376,0,0.04153673
49377,0,0.3182498
49378,0,0.031156037
49379,0,0.19617775
49380,1,0.8280407
49381,0,0.21395856
49382,1,0.831558
49383,1,0.83212876
49384,1,0.64915705
49385,0,0.36244458
49386,1,0.6317701
49387,1,0.57905704
49388,0,0.08059587
49389,0,0.118850745
49390,0,0.23802716
49391,0,0.23793636
49392,0,0.42281845
49393,0,0.22092985
49394,0,0.18955608
49395,1,0.90341395
49396,1,0.6098647
49397,1,0.87461203
49398,0,0.018645113
49399,0,0.1391061
49400,1,0.95770824
49401,0,0.033321228
49402,1,0.89482045
49403,1,0.79378825
49404,0,0.3176588
49405,0,0.17683381
49406,0,0.13387467
49407,0,0.07410502
49408,0,0.03496293
49409,1,0.58572495
49410,0,0.04859412
49411,0,0.012371095
49412,1,0.94368124
49413,1,0.5164559
49414,1,0.7816061
49415,1,0.9212336
49416,0,0.4668698
49417,1,0.5122998
49418,1,0.8170925
49419,0,0.076235436
49420,0,0.42497855
49421,0,0.0037967544
49422,0,0.12008152
49423,0,0.18731225
49424,1,0.6914057
49425,0,0.09786504
49426,1,0.79551756
49427,0,0.31544772
49428,1,0.6937409
49429,0,0.2582398
49430,0,0.4583876
49431,1,0.74034244
49432,0,0.39509445
49433,0,0.45739722
49434,1,0.80000377
49435,1,0.7486458
49436,1,0.8182556
49437,0,0.16257693
49438,1,0.90356684
49439,0,0.0031739802
49440,1,0.84781927
49441,0,0.09445916
49442,1,0.73110366
49443,1,0.5195175
49444,0,0.4848137
49445,1,0.7500589
49446,1,0.86508346
49447,0,0.40987045
49448,0,0.41794893
49449,1,0.91188455
49450,0,0.21018723
49451,1,0.769956
49452,1,0.91413605
49453,0,0.4186561
49454,0,0.1798371
49455,1,0.51963884
49456,0,0.031349696
49457,1,0.5730307
49458,0,0.019278165
49459,1,0.8479414
49460,1,0.67926145
49461,1,0.67966026
49462,0,0.083369106
49463,1,0.8788565
49464,0,0.12221155
49465,1,0.9420395
49466,0,0.13635527
49467,1,0.75243694
49468,0,0.13996702
49469,1,0.7907053
49470,0,0.19616637
49471,1,0.92768955
49472,0,0.42130703
49473,1,0.82551765
49474,0,0.032100942
49475,1,0.5235029
49476,1,0.6672953
49477,0,0.2213947
49478,0,0.16554508
49479,1,0.87165666
49480,0,0.4138572
49481,0,0.043757394
49482,0,0.15586567
49483,0,0.2595645
49484,1,0.59158075
49485,1,0.7999816
49486,0,0.041320432
49487,0,0.47321403
49488,0,0.09250032
49489,0,0.030579364
49490,1,0.7393541
49491,1,0.58382136
49492,0,0.0909665
49493,1,0.6563775
49494,0,0.13013572
49495,0,0.0004652592
49496,0,2.2543489e-05
49497,0,0.16266966
49498,1,0.9289495
49499,0,0.39329317
49500,1,0.8110506
49501,0,0.14380147
49502,0,0.24012192
49503,0,0.12896317
49504,0,0.4149788
49505,0,0.09360806
49506,0,0.26244092
49507,0,0.15600464
49508,1,0.557384
49509,0,0.0014857287
49510,0,0.02093929
49511,1,0.7638045
49512,0,0.031384934
49513,0,0.0046192333
49514,1,0.73129445
49515,0,0.26903266
49516,1,0.8390675
49517,1,0.93674576
49518,0,0.46677783
49519,0,0.13496481
49520,1,0.6698985
49521,0,0.016518917
49522,0,0.13681017
49523,0,0.02537032
49524,1,0.9302386
49525,1,0.6216915
49526,1,0.62678826
49527,0,0.022701068
49528,1,0.82621706
49529,0,0.34559888
49530,0,0.008689485
49531,0,0.18101811
49532,1,0.5792373
49533,1,0.91539913
49534,0,0.010425621
49535,0,0.017108243
49536,1,0.8056166
49537,0,7.2730014e-05
49538,1,0.50778824
49539,0,0.086194985
49540,0,0.26405925
49541,0,0.009810188
49542,0,0.083109915
49543,0,0.049990218
49544,0,0.102679916
49545,0,0.07236201
49546,0,0.44082794
49547,0,0.0044330265
49548,0,0.12076331
49549,1,0.86910975
49550,0,0.15143582
49551,0,0.1802395
49552,0,0.3253011
49553,1,0.59456503
49554,0,2.138433e-10
49555,0,0.13600932
49556,0,0.035328314
49557,0,0.12950115
49558,1,0.87946725
49559,1,0.62359405
49560,0,0.3593542
49561,0,0.20928119
49562,1,0.50085074
49563,0,0.22648916
49564,0,0.48103318
49565,0,0.17904432
49566,0,0.38659063
49567,1,0.5232827
49568,0,0.45133957
49569,1,0.77254176
49570,1,0.8003727
49571,1,0.9572265
49572,0,0.45145252
49573,1,0.5183551
49574,1,0.73499376
49575,1,0.6382864
49576,1,0.61531574
49577,0,0.46537495
49578,0,0.039786104
49579,0,0.35555822
49580,1,0.74809635
49581,0,0.30775392
49582,0,0.20191237
49583,0,0.0044442676
49584,1,0.6386452
49585,0,0.0017780547
49586,0,0.4481975
49587,1,0.62820965
49588,0,0.14880875
49589,0,0.037596624
49590,0,0.20155051
49591,0,0.41873112
49592,0,0.02639003
49593,1,0.7890917
49594,0,0.34295353
49595,0,0.2060141
49596,1,0.7183236
49597,0,0.14595251
49598,0,6.427139e-07
49599,0,0.06705519
49600,0,0.14399947
49601,1,0.58823633
49602,0,0.07783026
49603,0,0.08220488
49604,0,0.41743532
49605,0,0.4122889
49606,1,0.74240804
49607,0,0.12089556
49608,1,0.56298983
49609,1,0.84521306
49610,0,0.2548625
49611,0,0.2782964
49612,0,0.09837203
49613,1,0.5388491
49614,0,0.11404602
49615,1,0.8235374
49616,1,0.75426406
49617,0,0.24949352
49618,1,0.94435126
49619,0,0.30247116
49620,0,0.23072721
49621,1,0.7785558
49622,0,0.1978562
49623,1,0.8355004
49624,1,0.69841945
49625,1,0.90688884
49626,0,0.036189727
49627,1,0.53789437
49628,0,0.18505166
49629,0,0.14496453
49630,0,0.24141456
49631,1,0.79723245
49632,0,0.16075593
49633,0,0.49007365
49634,0,0.19207159
49635,1,0.5742893
49636,0,0.14804065
49637,1,0.8268042
49638,1,0.6643445
49639,0,0.4970021
49640,0,1.4625037e-05
49641,1,0.93015355
49642,0,0.0008122927
49643,0,0.12028884
49644,0,0.1725271
49645,0,0.027340978
49646,1,0.9038994
49647,1,0.8383921
49648,1,0.81436205
49649,0,0.057398625
49650,1,0.77748036
49651,0,0.18265288
49652,0,0.1275812
49653,0,0.07627064
49654,1,0.90944445
49655,1,0.8060509
49656,0,0.15989894
49657,0,0.053904384
49658,1,0.7453735
49659,1,0.8784478
49660,0,0.0004628603
49661,0,0.28761026
49662,0,0.0074968943
49663,0,0.46495014
49664,0,0.1758948
49665,1,0.6328631
49666,0,0.14556456
49667,1,0.83250177
49668,1,0.6249915
49669,0,0.002711628
49670,1,0.581874
49671,0,0.3539701
49672,0,0.028047973
49673,0,0.11184017
49674,1,0.77563435
49675,1,0.8510877
49676,0,0.40907747
49677,1,0.6557132
49678,0,0.0057667634
49679,1,0.8132254
49680,0,0.43732372
49681,1,0.8912717
49682,0,0.13672641
49683,1,0.647318
49684,1,0.6637346
49685,1,0.5376086
49686,0,0.2478179
49687,0,0.015885646
49688,0,3.8529294e-10
49689,0,0.24242593
49690,1,0.95855653
49691,1,0.87047654
49692,0,0.26879352
49693,1,0.54922634
49694,0,0.11515855
49695,1,0.67007107
49696,0,0.09630114
49697,0,0.030379895
49698,1,0.91209877
49699,0,0.33495852
49700,0,0.19090271
49701,1,0.6223414
49702,0,0.02613754
49703,0,0.15860683
49704,1,0.6280599
49705,0,0.47360983
49706,0,0.11635738
49707,1,0.7308058
49708,0,0.1114531
49709,0,0.1198482
49710,0,0.206161
49711,0,0.24569507
49712,0,0.18566795
49713,0,0.058635637
49714,0,0.14942814
49715,0,0.3878188
49716,0,0.48952025
49717,0,0.2069844
49718,0,0.4979469
49719,1,0.60153043
49720,0,0.14811535
49721,0,0.14112255
49722,1,0.9090786
49723,0,0.14801718
49724,0,0.07099195
49725,1,0.6750751
49726,0,0.1523951
49727,0,0.054465275
49728,1,0.6441317
49729,1,0.89731413
49730,1,0.5812402
49731,1,0.8342273
49732,1,0.6145089
49733,0,0.4915479
49734,1,0.65209943
49735,0,0.19904286
49736,1,0.68973756
49737,0,0.24497503
49738,1,0.60808635
49739,0,0.023296768
49740,0,0.036751535
49741,0,0.09287874
49742,0,0.0071668965
49743,1,0.78043294
49744,0,0.47894433
49745,0,0.44707856
49746,0,0.09759097
49747,1,0.74867284
49748,1,0.80620766
49749,0,0.09512913
49750,0,0.23306276
49751,0,0.13924795
49752,0,0.15996225
49753,0,0.0010454496
49754,1,0.8740735
49755,0,0.2070467
49756,0,0.115059845
49757,1,0.95252657
49758,0,0.13453072
49759,1,0.8102465
49760,1,0.6431116
49761,0,0.05743033
49762,0,0.2826919
49763,0,0.19771715
49764,1,0.94544953
49765,1,0.5081942
49766,1,0.65191126
49767,0,0.21160452
49768,1,0.75777006
49769,1,0.531257
49770,1,0.9294955
49771,0,0.12660995
49772,0,0.15179484
49773,0,0.011315819
49774,0,0.15287982
49775,0,0.2525041
49776,0,7.478287e-06
49777,0,0.006976469
49778,0,0.25356647
49779,0,0.19827797
49780,1,0.85279167
49781,0,0.010636709
49782,0,0.12819408
49783,1,0.9380807
49784,0,0.3125372
49785,0,0.3370765
49786,1,0.5988438
49787,1,0.8245948
49788,0,0.14343236
49789,0,0.15527372
49790,1,0.84225106
49791,0,0.2050029
49792,0,0.065364204
49793,1,0.75316256
49794,1,0.5001632
49795,0,0.050347183
49796,0,0.43746594
49797,1,0.86713797
49798,0,0.47743943
49799,0,0.011730739
49800,0,0.44526622
49801,1,0.8025945
49802,0,5.9886504e-05
49803,0,0.03438317
49804,0,0.47534588
49805,0,0.022357093
49806,0,0.2278158
49807,1,0.8192299
49808,1,0.91557235
49809,0,0.46266353
49810,0,0.27471247
49811,1,0.96702975
49812,1,0.6386564
49813,1,0.87566376
49814,0,0.17948581
49815,0,0.45210797
49816,0,0.438889
49817,0,0.006025052
49818,1,0.92836094
49819,1,0.8230341
49820,0,0.15208295
49821,1,0.7317009
49822,1,0.8914479
49823,1,0.9215502
49824,0,0.0016934066
49825,0,0.23177873
49826,0,0.04011968
49827,0,0.18831785
49828,0,0.18670602
49829,0,0.4738734
49830,0,0.4659995
49831,0,0.47913316
49832,0,0.47093683
49833,1,0.7057223
49834,0,0.2562529
49835,1,0.5949355
49836,0,0.0054549533
49837,0,6.256493e-05
49838,0,0.19584854
49839,0,0.20648138
49840,0,0.018945284
49841,0,0.06881419
49842,0,0.040309094
49843,0,0.1331738
49844,0,0.115477495
49845,0,0.24980389
49846,0,0.40329173
49847,1,0.88735175
49848,1,0.92620516
49849,1,0.74704736
49850,0,0.16023627
49851,1,0.8143154
49852,0,0.009374036
49853,0,0.03171574
49854,1,0.5327076
49855,0,0.11665833
49856,0,0.23175015
49857,0,0.38217023
49858,0,0.46893418
49859,1,0.94545674
49860,1,0.5180457
49861,0,0.06429734
49862,0,0.31592974
49863,1,0.8080508
49864,0,0.03521989
49865,0,0.057727985
49866,1,0.8643647
49867,0,0.09862264
49868,1,0.8566148
49869,0,0.044723324
49870,1,0.66321397
49871,0,0.04663469
49872,1,0.71188223
49873,0,0.0064158714
49874,0,0.36374372
49875,1,0.7715948
49876,0,0.45210797
49877,1,0.79637367
49878,1,0.6018863
49879,0,0.058213156
49880,0,0.14567453
49881,0,0.22493783
49882,0,0.03271501
49883,0,0.17297357
49884,0,0.12925899
49885,1,0.7479429
49886,0,0.12389747
49887,0,0.1080733
49888,0,0.032601383
49889,0,0.1253123
49890,1,0.89345956
49891,1,0.6349804
49892,0,0.00010546195
49893,1,0.9583851
49894,0,0.069296494
49895,1,0.9623155
49896,0,0.059273265
49897,0,0.29618773
49898,1,0.77384377
49899,0,0.42576802
49900,1,0.8810588
49901,1,0.7501992
49902,1,0.5095664
49903,0,0.22562945
49904,0,0.008343542
49905,1,0.84544355
49906,0,0.08970935
49907,0,0.099765874
49908,1,0.7310882
49909,0,0.22009017
49910,1,0.80853677
49911,0,0.060441133
49912,0,0.06775596
49913,0,0.38038146
49914,0,0.00069372583
49915,0,0.1483693
49916,1,0.5533358
49917,1,0.83829266
49918,1,0.53981584
49919,0,0.03030247
49920,0,0.12207071
49921,0,2.7168586e-05
49922,0,0.00022442751
49923,0,0.06772237
49924,0,0.26476675
49925,0,0.40445018
49926,0,0.15620643
49927,1,0.8709747
49928,1,0.7485535
49929,0,0.06369844
49930,1,0.58402795
49931,0,0.04608581
49932,0,0.14573902
49933,0,0.23696978
49934,0,0.0107688755
49935,1,0.8911255
49936,1,0.7968768
49937,0,0.35956654
49938,0,0.36048397
49939,0,0.19915317
49940,0,0.40275738
49941,0,0.14378977
49942,0,0.33557686
49943,1,0.661361
49944,1,0.669981
49945,0,0.004759804
49946,0,0.13280146
49947,1,0.8555213
49948,1,0.7580977
49949,0,0.0017656225
49950,0,0.31885526
49951,1,0.6310629
49952,0,0.037282545
49953,0,0.0013757612
49954,0,0.1648088
49955,0,0.10397194
49956,0,0.10962239
49957,0,0.015274829
49958,1,0.82091296
49959,0,0.1415566
49960,1,0.88400406
49961,0,0.06577983
49962,1,0.7612744
49963,0,0.28962845
49964,0,0.16271822
49965,0,0.012492105
49966,0,0.040336467
49967,1,0.6846132
49968,1,0.7907148
49969,0,0.24553397
49970,0,0.037833106
49971,0,0.33758473
49972,0,0.029057374
49973,0,0.056438085
49974,0,0.055051703
49975,1,0.7694867
49976,0,0.045309164
49977,1,0.67927873
49978,0,0.070356004
49979,0,0.04523406
49980,1,0.6442846
49981,0,0.0052997125
49982,0,0.010442114
49983,1,0.6424504
49984,0,0.44172204
49985,1,0.64082676
49986,0,0.43023837
49987,0,0.43533176
49988,0,0.21056402
49989,0,0.037694003
49990,1,0.9592346
49991,1,0.8385781
49992,0,0.007010936
49993,0,0.36733472
49994,1,0.9235032
49995,1,0.7563301
49996,1,0.57293344
49997,1,0.55605507
49998,1,0.5858325
49999,0,0.35844678
50000,1,0.73361987
50001,1,0.79363066
50002,1,0.5894309
50003,1,0.79137444
50004,0,0.1740725
50005,1,0.64250827
50006,0,0.01800208
50007,0,0.21320345
50008,1,0.7978807
50009,1,0.92516065
50010,0,0.009257437
50011,1,0.66128826
50012,0,0.00025326503
50013,0,0.25338304
50014,0,0.10134818
50015,0,0.3270525
50016,1,0.59387326
50017,0,1.5040025e-09
50018,0,0.11670994
50019,0,0.015355145
50020,0,0.057374652
50021,0,0.39415264
50022,0,0.17127797
50023,0,0.2753875
50024,1,0.8282763
50025,1,0.5557876
50026,0,0.45574754
50027,1,0.92820615
50028,1,0.84714234
50029,0,0.2971583
50030,0,0.14581308
50031,0,0.0066901413
50032,1,0.72947234
50033,1,0.8431594
50034,1,0.80005884
50035,0,0.24227698
50036,0,0.18315123
50037,1,0.7611223
50038,0,0.49672762
50039,0,0.42006624
50040,0,0.34478706
50041,0,0.21434462
50042,1,0.82394946
50043,0,0.44323096
50044,0,0.037013482
50045,0,0.15598713
50046,1,0.7511032
50047,1,0.6829745
50048,0,0.0098663755
50049,0,0.3873749
50050,1,0.6602784
50051,0,0.39135075
50052,1,0.54877925
50053,1,0.83075017
50054,1,0.5788449
50055,1,0.88677317
50056,0,0.018773869
50057,0,0.29974598
50058,0,0.39478678
50059,0,0.42140177
50060,0,0.12330759
50061,0,0.0030292964
50062,0,0.026945766
50063,0,0.09887644
50064,0,0.0012897158
50065,1,0.80430573
50066,1,0.93521667
50067,0,0.4258854
50068,0,1.4367678e-08
50069,0,0.46546197
50070,1,0.9533138
50071,0,0.22354487
50072,1,0.9494006
50073,1,0.5738408
50074,0,0.046650708
50075,0,0.014902674
50076,1,0.74932146
50077,1,0.75626117
50078,1,0.87412155
50079,0,0.39459637
50080,0,0.3032315
50081,0,0.13933267
50082,0,0.04886178
50083,0,0.36597666
50084,0,0.046806358
50085,0,0.0644435
50086,0,0.015782923
50087,0,0.46894115
50088,0,0.0034276603
50089,0,0.058707256
50090,0,0.4203892
50091,0,4.562314e-06
50092,0,0.34572002
50093,0,0.18077798
50094,0,0.0010361642
50095,1,0.61089844
50096,0,0.35936427
50097,0,0.2955244
50098,1,0.9485681
50099,0,0.23984946
50100,0,0.08632328
50101,1,0.7946003
50102,0,0.045129552
50103,1,0.71048146
50104,1,0.5220104
50105,0,0.34146762
50106,0,0.07534243
50107,0,0.34283993
50108,0,0.41062278
50109,1,0.7198471
50110,1,0.8430411
50111,0,0.06253969
50112,0,0.07162642
50113,0,0.39656657
50114,0,0.4029342
50115,1,0.791323
50116,1,0.7780694
50117,0,0.058656882
50118,0,0.23730054
50119,0,0.32361254
50120,0,0.1591894
50121,1,0.69824654
50122,0,0.009141575
50123,1,0.8328374
50124,0,0.029296782
50125,1,0.7560525
50126,0,0.08447623
50127,0,2.397526e-07
50128,1,0.90281
50129,0,0.07303685
50130,1,0.5041274
50131,0,0.062755376
50132,0,0.41407767
50133,1,0.8305336
50134,0,0.031872243
50135,0,0.36417854
50136,1,0.9208459
50137,0,0.15274166
50138,0,0.07629324
50139,0,0.46815282
50140,1,0.88753104
50141,0,0.24957828
50142,0,0.145088
50143,0,0.035152808
50144,1,0.59541327
50145,0,0.08456483
50146,1,0.6648081
50147,1,0.8906365
50148,0,0.17083761
50149,0,0.0050484906
50150,0,0.44334733
50151,1,0.8591159
50152,0,0.2969564
50153,0,0.06870723
50154,0,0.4709054
50155,0,0.20857552
50156,1,0.85264045
50157,1,0.8829936
50158,0,0.14448835
50159,0,0.007910685
50160,0,0.019552493
50161,0,0.05659728
50162,0,0.20181176
50163,1,0.8266778
50164,0,0.05614009
50165,0,0.41821864
50166,1,0.8120074
50167,1,0.5246051
50168,0,0.0063611316
50169,0,0.21284992
50170,0,0.05060793
50171,0,0.09367817
50172,0,0.092145
50173,0,0.1086199
50174,1,0.9692596
50175,0,0.09222026
50176,0,0.0039593563
50177,0,0.28764772
50178,0,0.42113632
50179,1,0.595397
50180,0,0.16766477
50181,0,0.19003463
50182,0,0.081934236
50183,1,0.81845313
50184,1,0.5547941
50185,0,0.49482143
50186,0,0.41303316
50187,1,0.8645432
50188,0,0.080859095
50189,0,1.0619139e-17
50190,0,0.06679923
50191,1,0.60795486
50192,1,0.76103526
50193,0,0.091621764
50194,0,0.32225335
50195,0,0.3429212
50196,1,0.6717467
50197,1,0.7424952
50198,0,0.1632966
50199,1,0.7538356
50200,0,0.024412358
50201,1,0.68964845
50202,1,0.68223983
50203,0,0.35351965
50204,0,0.28569642
50205,0,0.039870452
50206,1,0.7960987
50207,1,0.90180016
50208,0,0.11381752
50209,0,0.3882415
50210,0,0.39203933
50211,0,0.22744706
50212,0,0.11401183
50213,0,0.24554154
50214,0,0.05572404
50215,1,0.8615277
50216,0,0.32819563
50217,0,0.31710485
50218,0,0.45543927
50219,0,0.42646456
50220,1,0.6728731
50221,0,0.15740818
50222,1,0.61987805
50223,0,0.41713116
50224,1,0.6649563
50225,0,0.059563663
50226,0,0.18113829
50227,0,0.22364706
50228,1,0.5225437
50229,1,0.5889825
50230,0,0.19794802
50231,0,3.834023e-10
50232,1,0.7648284
50233,1,0.94424194
50234,0,0.46350008
50235,1,0.82396287
50236,0,0.08422566
50237,1,0.8846803
50238,0,0.10496353
50239,0,0.16351065
50240,0,0.034832396
50241,1,0.90974647
50242,1,0.83812207
50243,1,0.8699988
50244,0,0.049552873
50245,1,0.53745776
50246,1,0.8410355
50247,0,0.34419736
50248,1,0.9215195
50249,0,0.120278925
50250,1,0.7792465
50251,1,0.7740191
50252,0,0.03387921
50253,0,0.009474183
50254,0,0.48095408
50255,0,0.30676776
50256,0,0.30494666
50257,0,0.18680125
50258,1,0.8975507
50259,1,0.5206892
50260,0,0.348766
50261,0,0.1366244
50262,1,0.83870536
50263,0,0.06982723
50264,0,0.41025224
50265,0,0.15906271
50266,0,0.036932647
50267,1,0.89202935
50268,0,0.0050807483
50269,0,0.14721233
50270,0,0.28078645
50271,0,0.29050407
50272,0,0.44755888
50273,1,0.91795576
50274,0,0.41822398
50275,1,0.85756433
50276,1,0.6918998
50277,0,0.30542463
50278,0,0.03236191
50279,0,0.28592005
50280,0,0.05181641
50281,0,0.0055689057
50282,0,0.41135886
50283,1,0.82274866
50284,0,0.086182736
50285,0,0.31542256
50286,0,0.20379838
50287,0,0.4325084
50288,1,0.7983777
50289,0,0.051574737
50290,0,0.40766782
50291,0,0.16242306
50292,0,0.4776238
50293,0,0.10371369
50294,0,0.05079489
50295,0,0.060014565
50296,1,0.6838302
50297,0,0.44797266
50298,1,0.6632962
50299,1,0.77411824
50300,1,0.53637147
50301,1,0.75350404
50302,0,0.2328956
50303,1,0.7938633
50304,0,0.32028836
50305,1,0.7873035
